Dataset of plasma-derived EV proteomics using the MagNet protocol - 4380 identified proteins over 117 (healthy subjects) samples of a yet unpublished randomized crossover study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HR01_S1-A1_1_7553;HR01_S1-A2_1_7610;HR01_S1-A3_1_7644;HR01_S1-A4_1_7605;HR01_S1-A5_1_7635;HR01_S1-A6_1_7541;HR02_S1-A7_1_7559;HR02_S1-A8_1_7623;HR02_S1-A9_1_7539;HR02_S1-A10_1_7531;HR02_S1-A11_1_7593;HR02_S1-A12_1_7650;HR03_S1-B1_1_7620;HR03_S1-B2_1_7627;HR03_S1-B3_1_7583;HR03_S1-B4_1_7548;HR03_S1-B5_1_7542;HR03_S1-B6_1_7614;HR04_S1-B12_1_7641;HR04_S1-C1_1_7560;HR04_S1-C2_1_7576;HR04_S1-C3_1_7587;HR04_S1-C4_1_7615;HR04_S1-C5_1_7599;HR06_S1-B7_1_7622;HR06_S1-B8_1_7600;HR06_S1-B9_1_7580;HR06_S1-B10_1_7566;HR06_S1-B11_1_7649;HR07_S1-C6_1_7645;HR07_S1-C7_1_7634;HR07_S1-C8_1_7574;HR07_S1-C9_1_7604;HR07_S1-C10_1_7628;HR07_S1-C11_1_7589;HR08_S1-C12_1_7651;HR08_S1-D1_1_7537;HR08_S1-D2_1_7550;HR08_S1-D3_1_7579;HR08_S1-D4_1_7552;HR09_S1-D5_1_7643;HR09_S1-D6_1_7636;HR09_S1-D7_1_7556;HR09_S1-D8_1_7558;HR09_S1-D9_1_7572;HR09_S1-D10_1_7544;HR11_S1-D11_1_7535;HR11_S1-D12_1_7638;HR11_S1-E1_1_7592;HR11_S1-E2_1_7646;HR11_S1-E3_1_7631;HR11_S1-E4_1_7601;HR12_S1-G11_1_7625;HR12_S1-G12_1_7607;HR12_S1-H1_1_7575;HR12_S1-H2_1_7570;HR12_S1-H3_1_7613;HR12_S1-H4_1_7591;HR14_S1-E5_1_7578;HR14_S1-E6_1_7571;HR14_S1-E7_1_7633;HR14_S1-E8_1_7567;HR14_S1-E9_1_7598;HR14_S1-E10_1_7562;HR15_S1-E11_1_7527;HR15_S1-E12_1_7609;HR15_S1-F1_1_7569;HR15_S1-F2_1_7557;HR15_S1-F3_1_7529;HR15_S1-F4_1_7547;HR16_S2-A5_1_7632;HR16_S2-A6_1_7612;HR16_S2-A8_1_7573;HR16_S2-A9_1_7597;HR16_S2-A10_1_7526;HR18_S1-G5_1_7536;HR18_S1-G6_1_7530;HR18_S1-G7_1_7647;HR18_S1-G8_1_7595;HR18_S1-G9_1_7543;HR18_S1-G10_1_7565;HR20_S1-F5_1_7563;HR20_S1-F6_1_7596;HR20_S1-F7_1_7621;HR20_S1-F8_1_7582;HR20_S1-F9_1_7639;HR20_S1-F10_1_7630;HR21_S1-H5_1_7533;HR21_S1-H6_1_7624;HR21_S1-H7_1_7546;HR21_S1-H8_1_7554;HR21_S1-H9_1_7594;HR21_S1-H10_1_7534;HR22_S2-A11_1_7602;HR22_S2-A12_1_7640;HR22_S2-B1_1_7545;HR22_S2-B2_1_7637;HR22_S2-B3_1_7528;HR22_S2-B4_1_7540;HR23_S1-F11_1_7618;HR23_S1-F12_1_7588;HR23_S1-G1_1_7586;HR23_S1-G2_1_7608;HR23_S1-G3_1_7626;HR23_S1-G4_1_7532;HR24_S1-H11_1_7561;HR24_S1-H12_1_7584;HR24_S2-A1_1_7585;HR24_S2-A2_1_7648;HR24_S2-A3_1_7619;HR24_S2-A4_1_7611;HR26_S2-B5_1_7568;HR26_S2-B6_1_7555;HR26_S2-B7_1_7606;HR26_S2-B8_1_7549;HR26_S2-B9_1_7581;HR26_S2-B10_1_7617;Genes;First.Protein.Description;Protein.Group
9,09023;9,23175;9,24915;9,57662;9,08903;9,40695;9,68358;9,32102;9,8312;10,0162;9,8195;9,79047;NaN;9,40886;NaN;9,91343;9,50334;NaN;9,34935;9,20906;9,19861;9,63743;9,06803;9,47957;NaN;9,58114;9,30541;NaN;9,6356;9,58701;9,70592;9,7352;9,07233;9,15881;9,68244;9,6229;9,94066;9,76255;9,52862;9,80768;9,43849;9,31141;NaN;9,59725;9,46967;9,19721;9,51413;NaN;9,45359;10,4468;9,92702;9,62695;NaN;9,40768;9,48488;9,79965;NaN;9,6465;9,62409;9,45334;9,75992;9,37754;9,01268;8,89704;NaN;NaN;NaN;9,95663;9,10718;8,21866;9,48545;8,86738;9,61557;9,85843;9,561;9,41044;10,077;10,0262;9,72234;9,85075;9,89332;10,1935;9,92955;9,24093;9,92086;9,74715;9,27384;NaN;9,33718;9,35435;NaN;9,2421;8,81814;9,27295;8,97483;9,96439;9,36197;9,44032;9,6661;9,05428;9,80468;8,86039;9,39622;9,58165;9,79281;8,78746;9,73728;9,60454;9,57561;9,45805;9,27318;9,89998;9,94022;9,57203;9,35284;10,0233;9,52621;MYO6;Unconventional myosin-VI;"Q9UM54;Q9UM54-4;Q9UM54-6"
10,6348;11,1735;11,4996;10,5556;11,0265;11,1876;11,9006;11,2377;10,9614;11,3013;11,6587;11,3501;10,9279;10,8403;11,2306;10,9183;11,0369;11,1132;10,911;11,4175;11,0367;10,6075;11,1436;10,8632;11,4182;11,4265;10,8917;11,5592;11,1595;NaN;11,1611;11,0611;10,7214;11,3376;10,9713;11,4055;11,0382;11,5898;11,286;11,0269;10,8924;10,9814;11,3721;11,0118;11,4773;11,1953;11,0648;NaN;11,3807;NaN;11,521;10,9749;10,561;10,7122;10,6848;10,3796;10,9326;10,8566;11,2046;11,3347;11,0357;10,642;11,3171;10,99;NaN;NaN;NaN;11,1548;11,4281;11,1162;11,0247;10,8741;11,3858;11,0616;10,8747;11,1035;11,4432;11,2794;11,1412;11,4113;10,9979;11,335;11,4221;11,0422;11,3101;11,3436;10,9754;10,9331;10,7776;11,3496;10,6211;11,0786;10,8309;10,7715;11,1325;10,7972;NaN;11,393;11,4843;10,933;11,3928;11,4561;11,3545;11,6152;11,4112;11,2975;11,372;11,3106;11,2402;11,0837;11,234;11,0835;10,7587;10,8873;11,1598;11,3141;10,5478;DDX19B;ATP-dependent RNA helicase DDX19B;Q9UMR2
11,7854;11,3214;NaN;11,5335;11,5221;11,6008;11,3828;10,9177;10,983;11,4154;10,6686;NaN;NaN;11,3198;11,1196;11,0972;11,4908;NaN;NaN;11,2306;11,0242;NaN;10,7688;NaN;NaN;NaN;10,8443;NaN;NaN;11,1982;NaN;NaN;NaN;10,873;NaN;11,2342;11,5854;11,9512;10,6866;11,453;NaN;11,1334;NaN;NaN;11,5202;11,817;11,4553;NaN;11,3107;11,2164;NaN;NaN;11,5043;NaN;10,9811;11,0476;11,4233;11,4753;NaN;11,5131;11,2584;11,2877;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10,8125;11,6212;11,0606;NaN;NaN;10,0597;NaN;10,8886;11,2768;11,5343;11,6277;11,3685;11,4763;11,6911;11,3612;11,4935;11,724;NaN;NaN;11,587;NaN;NaN;NaN;11,1714;NaN;11,9071;NaN;NaN;NaN;10,6875;10,9535;10,7412;10,6898;11,1869;11,4481;10,9685;11,7215;11,3708;11,2985;11,4562;11,1072;11,2736;11,4724;11,8011;NaN;11,176;11,2334;NFU1;NFU1 iron-sulfur cluster scaffold homolog, mitochondrial;"Q9UMS0;Q9UMS0-3"
10,7877;10,8429;11,1353;11,1826;11,1786;10,9831;11,0655;10,6831;10,5554;10,9741;10,6562;10,8486;10,8926;11,4414;10,639;10,9419;10,7539;10,9057;10,8222;10,8404;11,2264;10,9277;11,0318;10,6885;10,4333;11,139;10,4998;10,5296;11,3804;10,9318;10,9793;10,9331;10,9896;11,4713;10,8744;10,5151;NaN;10,7412;10,5907;10,7704;11,0547;10,9814;10,9231;10,7479;10,9761;11,3527;11,1422;NaN;10,8756;10,082;10,7004;11,1229;10,1793;10,8336;10,7576;9,99219;10,7347;10,7376;10,8554;10,7704;10,9546;10,7987;10,4042;10,831;NaN;NaN;NaN;10,6209;10,8681;10,432;10,6794;10,5361;10,8364;10,7422;10,5089;10,3612;10,2866;10,8075;10,9879;10,7278;11,1014;11,7105;10,8829;10,7754;10,8973;10,9052;10,9337;10,9006;10,672;10,5601;10,8906;11,005;10,8884;10,3356;11,0546;10,9929;10,4022;10,5531;11,0531;10,4583;10,6671;10,8086;10,5613;NaN;10,6943;10,0351;10,974;10,9691;10,9608;11,1539;11,0507;10,4312;10,863;10,7597;10,7495;10,4887;10,9924;UBQLN1;Ubiquilin-1;"Q9UMX0;Q9UMX0-2"
12,4444;12,5666;12,5179;12,5917;12,528;12,6911;12,6809;12,2077;12,5922;12,8143;12,9228;12,868;12,4575;12,5118;12,2506;12,5095;12,4621;12,0755;12,5179;12,4263;12,5217;12,4272;12,2953;12,2138;12,1126;12,7906;11,9082;12,6425;12,4334;12,7134;12,4118;12,6312;12,3027;12,441;12,5062;12,6138;12,5611;12,7382;12,5714;12,5029;12,7702;12,6677;12,0349;12,7999;12,5669;12,36;12,1152;NaN;12,083;12,0497;12,5346;12,3754;12,0765;12,3215;11,925;12,3213;12,2513;12,2928;12,3781;12,2651;12,4682;12,3543;12,488;12,1474;NaN;NaN;NaN;12,1163;12,662;12,3701;12,5071;12,3637;12,6713;12,482;12,3242;12,2435;12,6697;13,0357;12,7357;12,6282;12,6817;12,174;12,3186;12,126;12,6259;12,4183;12,2482;12,1722;12,5332;12,3103;12,3357;12,5717;12,3721;11,2993;12,2511;11,4872;11,7667;11,4886;11,6322;12,6357;12,96;12,5698;12,49;12,4671;12,3852;12,4891;12,7259;12,6454;12,6976;12,5996;12,5044;12,356;12,3748;12,2214;12,7859;12,7348;12,3128;NENF;Neudesin;Q9UMX5
12,536;12,6917;12,7085;12,6008;12,7553;12,6184;12,6975;12,772;12,7233;12,692;12,8961;12,3691;12,3747;12,6414;12,3448;12,6289;12,6216;12,4456;12,7402;12,7068;12,7302;12,1503;12,9173;12,4234;12,3747;12,5491;12,0233;12,3818;12,8677;12,8991;12,9826;13,0023;12,9196;13,0987;12,2177;12,5955;12,6489;12,3863;12,8278;12,8557;12,8447;12,8624;12,3844;12,7322;12,7614;12,4835;12,5685;NaN;12,549;12,4651;12,6768;12,5989;12,0592;12,5571;12,6284;12,558;12,5868;12,6493;12,7256;12,6311;12,6989;12,6866;12,5275;12,474;NaN;NaN;NaN;12,444;12,7449;12,4064;12,8272;12,483;12,2396;12,5899;12,5802;12,4458;12,287;13,0003;12,7274;12,7309;12,8866;12,3452;12,8012;12,4776;12,616;12,7298;12,642;12,1787;12,6879;12,514;12,2975;12,6692;12,441;12,6583;12,8363;12,7863;12,6601;12,6202;12,5981;13,032;12,6754;12,6755;12,9133;12,919;12,9017;12,7425;12,8656;12,5737;12,4804;12,757;12,6745;12,836;12,7945;12,8947;12,6943;12,8816;12,9046;SNX12;Sorting nexin-12;"Q9UMY4;Q9UMY4-1"
10,6973;10,5314;10,6625;10,1057;10,3919;10,185;10,9171;10,219;10,7781;10,6644;10,3036;10,5113;10,5586;10,6077;10,3422;10,2235;10,4265;11,0746;10,5505;10,7508;10,4903;10,7343;10,5414;10,5788;10,7638;10,8002;10,742;10,8267;10,7667;10,6781;10,4526;10,4786;10,5408;10,3813;9,81108;10,1942;10,21;10,2507;10,7151;10,9493;10,4011;10,5803;10,0899;10,7891;10,4465;10,7161;10,4996;NaN;10,5782;NaN;10,614;10,2175;10,2253;10,4704;10,445;10,4235;10,3489;10,7187;10,9127;10,3673;10,5177;10,5794;10,5157;10,1943;NaN;NaN;NaN;10,448;10,3549;10,2446;10,2997;10,803;10,529;10,5321;10,4155;10,3759;10,6409;10,5859;10,4089;10,4239;10,4267;10,2545;10,534;10,7972;10,7092;10,4029;10,2704;10,4824;10,6065;10,6541;10,0758;10,5669;10,2425;10,3675;10,3309;10,1095;9,91089;10,0227;10,0868;10,3548;9,95459;10,6199;10,3953;10,0141;10,0922;10,0591;10,3367;10,3165;10,5547;10,4671;10,2644;10,353;10,5991;10,8513;10,6141;10,398;10,4782;SYNRG;Synergin gamma;"Q9UMZ2;Q9UMZ2-3;Q9UMZ2-4;Q9UMZ2-5;Q9UMZ2-7;Q9UMZ2-8"
13,4184;13,6888;13,5218;13,5556;13,561;13,6781;13,5555;13,637;13,7001;13,6989;13,7148;13,4228;13,3449;13,5987;13,2407;13,4971;13,6851;13,4301;13,4524;13,662;13,5237;13,2996;13,668;13,2004;13,2493;13,4015;13,1092;13,2214;13,1166;13,6372;13,68;13,7555;13,5183;13,7423;13,2616;13,2742;13,8716;13,5754;13,7516;13,9432;13,5916;13,5821;13,0976;13,7689;13,7397;13,5889;13,5323;NaN;13,4632;13,1444;13,3894;13,4442;13,216;13,376;13,3596;13,4423;13,3629;13,5455;13,527;13,5243;13,3236;13,5904;13,4269;13,3868;NaN;NaN;NaN;13,5432;13,5566;13,4124;13,2158;13,4759;13,1035;13,404;13,2118;13,509;13,1884;13,5641;13,4143;13,5299;13,5909;13,6664;13,5363;13,4697;13,5131;13,4703;13,3369;13,6706;13,4726;13,7319;13,653;13,7703;13,6994;13,2106;13,1967;13,4151;13,2203;13,3701;13,3429;13,5228;13,5611;13,4965;13,5058;13,447;13,465;14,0043;13,776;13,6575;13,4344;13,7873;13,6024;13,4497;13,6125;13,3909;13,4175;13,6004;13,3527;DAPP1;Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide;Q9UN19
12,2333;12,1469;12,1991;12,1479;12,1293;12,4868;12,0744;12,0517;11,9643;12,1437;12,0317;11,8079;12,1496;12,1008;11,6888;12,1908;12,0673;11,9204;12,0431;12,1518;11,9644;11,8184;12,1069;12,1686;11,9551;12,014;11,6932;11,7583;11,5745;11,9815;12,1244;12,0393;11,9868;11,9909;11,6596;11,8459;12,1837;11,8656;12,061;12,1316;12,2206;12,0245;11,6665;12,3704;12,1472;12,1353;12,2145;NaN;12,0513;11,8631;11,9856;11,9283;12,023;11,9093;12,2146;12,0948;12,0187;12,2409;12,0848;12,2335;11,9607;12,1654;12,043;12,0322;NaN;NaN;NaN;12,2577;12,2141;11,906;12,3066;12,2225;12,2198;12,0694;12,3228;11,475;11,8918;12,1013;12,1398;12,1824;12,0005;11,944;12,2095;12,0595;12,3549;12,1643;11,8651;12,2397;12,1123;12,0637;12,2793;12,0204;12,1284;11,9347;12,0043;12,266;11,9896;12,1684;12,2297;12,2098;12,2159;12,3617;12,3717;12,0555;12,1978;12,2035;12,2319;11,9295;11,8911;12,0678;12,0663;12,0266;11,976;12,1337;12,0585;12,1101;11,9735;VPS4A;Vacuolar protein sorting-associated protein 4A;Q9UN37
11,1056;11,3641;11,3481;11,5614;10,9628;11,4062;11,1652;10,3974;10,868;11,4429;11,1827;11,8285;11,5642;11,1346;12,1909;10,8665;11,2215;12,1078;11,4881;10,2733;11,2965;11,7791;11,6644;11,7277;12,0564;11,7676;12,0486;12,0129;11,9151;11,5849;11,7163;11,9423;12,1395;11,7612;12,3117;11,2536;10,6033;NaN;9,88177;10,3157;11,457;10,9569;12,2186;11,2724;11,1652;11,3702;11,7003;NaN;11,8172;11,7997;11,484;12,0394;11,6741;11,2512;11,1416;11,1402;11,6669;11,4517;11,5067;11,356;11,4083;11,139;11,0924;11,6661;NaN;NaN;NaN;11,6448;11,1742;11,5273;11,1538;11,1469;11,3307;11,179;11,2559;10,3408;11,5082;10,8941;11,1773;10,1893;10,8726;10,9891;NaN;11,3758;11,3088;11,0003;11,7406;11,1106;11,0861;11,1605;11,3294;11,0546;11,3762;11,7374;11,0506;11,119;11,2813;NaN;11,1086;11,5064;10,9179;11,0592;10,8465;10,6572;11,0852;10,0429;10,8223;10,8416;11,217;10,3262;11,225;11,1508;10,5878;11,1786;10,1368;9,71715;11,173;PCDHGC3;Protocadherin gamma-C3;"Q9UN70;Q9UN70-2"
12,0392;11,8056;11,7413;11,7377;11,8392;11,8301;11,9088;11,7381;11,8541;11,9994;11,8545;11,3828;11,5527;11,8184;11,6357;11,7925;11,7181;11,7253;11,6566;11,5584;11,8795;12,0606;11,6985;11,727;11,3778;11,7126;12,0332;11,8;11,6623;11,723;11,9357;11,9563;11,8925;11,7182;11,8585;11,6238;11,4567;11,9371;11,6722;11,159;11,9038;11,2589;11,5847;11,9296;11,7323;11,6948;11,9662;NaN;11,6291;11,6587;11,61;11,6325;11,7481;12,0179;11,7797;11,6803;11,8325;11,9755;11,6607;11,6671;11,798;11,8269;12,2032;11,7948;NaN;NaN;NaN;11,8905;11,9741;11,4809;11,867;12,1034;11,9725;11,6245;11,781;11,821;11,9834;11,7388;11,8005;11,7772;12,0321;11,9583;11,766;11,8044;11,7091;11,9619;12,0285;11,7196;11,9876;12,0407;11,9754;11,8692;11,8184;11,8639;11,6561;11,8612;11,7631;11,9248;11,8942;11,7578;11,8782;12,0329;11,9947;11,9997;11,686;11,812;11,8292;11,8859;11,771;11,6446;11,9232;12,0882;12,1051;11,5596;12,045;12,198;12,1261;G3BP2;Ras GTPase-activating protein-binding protein 2;"Q9UN86;Q9UN86-2"
11,1478;11,7414;11,0253;11,3798;11,0236;11,2821;11,1885;11,0472;10,9291;11,3237;11,5051;10,9925;10,9543;11,0322;NaN;11,1888;11,142;NaN;10,8292;11,2262;10,9731;11,0779;NaN;10,8754;NaN;11,0108;9,78793;10,8266;10,6936;10,9296;11,4957;11,1376;NaN;11,0014;10,7395;NaN;10,9508;11,0911;11,0592;NaN;10,9762;11,5558;NaN;10,8987;11,0457;11,3666;10,6987;NaN;10,7109;11,2826;10,9437;NaN;10,7444;10,484;10,9624;NaN;10,8558;10,8958;NaN;10,8481;11,3777;11,2865;11,4338;10,6356;NaN;NaN;NaN;NaN;11,4334;10,9075;11,3055;NaN;11,1341;11,2004;NaN;10,7216;11,3987;11,3898;10,6288;11,2299;11,2061;10,7836;11,3328;11,1115;11,2913;10,7398;NaN;10,9272;11,3178;11,3118;10,676;10,7343;10,9077;NaN;NaN;NaN;10,8397;10,7444;11,2258;11,298;11,4581;11,4203;11,3798;11,5549;11,3482;10,6051;11,2096;11,092;NaN;11,2701;10,6066;NaN;11,3071;10,9495;11,3065;11,2693;11,3751;STUB1;E3 ubiquitin-protein ligase CHIP;Q9UNE7
14,8488;15,198;15,0261;15,1964;15,1233;15,0107;14,8068;14,3811;14,6582;14,7692;14,7452;15,0186;14,5153;14,6015;14,3793;14,4327;14,4472;14,5553;14,7464;14,6199;14,7925;14,8468;14,7092;14,7645;14,8112;15,0322;14,7596;14,7738;14,866;15,0943;15,0362;14,9117;15,0354;14,9277;14,9209;14,7713;14,7921;14,917;14,829;14,704;14,9608;14,8956;14,6608;14,8936;14,9473;14,7712;14,9089;NaN;14,9949;14,7759;15,0122;14,8483;14,7059;14,8902;14,7576;14,6937;14,7942;14,8616;15,0697;15,085;15,0919;14,9897;15,174;15,0783;NaN;10,8012;NaN;15,0234;14,8703;14,9538;14,5071;14,615;14,5199;14,4631;14,3449;14,3983;14,8092;14,9406;14,9189;14,7098;14,9551;14,6499;14,5841;14,6687;14,7425;14,6671;14,7115;14,888;14,8766;14,8797;14,9795;15,1095;14,7327;14,6478;14,5333;14,5967;14,8509;14,7003;14,7711;14,8254;14,5529;14,886;14,6841;14,6391;14,4572;14,6857;14,725;14,8444;14,8415;14,7135;14,8924;14,647;14,5617;14,7257;14,7051;14,6673;14,9861;PACSIN2;Protein kinase C and casein kinase substrate in neurons protein 2;"Q9UNF0;Q9UNF0-2"
13,1945;12,8386;12,9905;12,9305;12,9915;12,9323;12,6704;12,5645;12,8321;12,7185;12,4609;12,8561;12,7634;13,0028;12,9189;12,8456;12,8922;12,8484;12,9373;13,0694;12,9932;13,0459;13,1191;13,0354;12,8599;13,0327;12,7133;12,621;12,8805;12,9144;12,9047;12,8718;12,9206;12,7758;12,5775;12,7583;12,9415;12,9447;12,7936;12,8997;12,8772;12,8036;12,5602;12,8857;12,9076;12,841;12,9406;NaN;12,7362;12,8257;12,7811;12,7439;12,7166;12,5993;12,6905;12,674;12,6944;12,7199;13,0743;13,1649;13,2192;13,1578;13,1297;13,1312;NaN;NaN;NaN;12,7841;12,8478;12,7472;12,8745;12,9041;12,8234;12,9486;12,9741;12,5439;12,6448;12,6604;12,8961;12,9836;12,896;12,8567;12,5668;12,8489;12,7626;12,8537;12,8795;12,8632;12,9953;12,9815;12,9127;12,6837;12,7815;12,4934;12,4915;12,848;12,4572;12,6244;12,656;13,0787;13,0651;13,0384;12,8472;12,9718;13,0016;13,1202;12,8298;12,8619;12,9932;13,0536;13,0302;13,0586;12,9687;12,7853;13,0288;12,7323;12,8533;MAGED2;Melanoma-associated antigen D2;Q9UNF1
12,7553;13,2001;12,9099;12,9034;12,9631;12,949;13,1101;13,3806;13,1221;12,8602;13,0201;13,0754;13,0242;13,0271;12,7915;12,9541;13,011;12,843;12,9386;12,8596;12,996;13,1095;13,0793;12,9697;12,7329;13,3823;12,8337;13,0107;12,9402;13,2323;13,2409;12,9917;13,1283;13,2843;12,9968;13,1932;13,1962;13,0229;13,1542;13,0408;13,2511;13,2653;12,6768;13,217;12,9708;13,0049;12,9512;NaN;13,2509;13,0213;13,2133;12,981;13,0522;13,1928;13,1266;13,0867;13,2806;13,4104;13,0317;12,8813;12,9338;12,9298;12,9827;12,7769;NaN;NaN;NaN;13,1498;13,2369;12,8807;13,0938;13,3276;12,8537;13,2548;12,8852;13,1933;12,89;13,2255;13,2245;13,1898;13,17;13,1175;13,0826;13,3174;13,1634;13,1294;13,057;12,9891;13,3297;12,9691;12,9361;13,188;12,5931;12,827;13,153;13,0055;13,1623;12,8988;13,0875;13,1427;13,1595;13,1756;13,0369;12,8721;12,8966;13,0243;13,2523;13,1956;13,1934;13,2904;13,3376;13,1664;13,004;13,4627;13,2311;13,3378;13,342;SNX6;Sorting nexin-6;Q9UNH7
10,8153;10,7131;10,365;10,4788;10,7391;10,5016;10,8014;10,7608;10,9146;10,927;10,8509;10,9958;10,2839;10,4589;10,8985;10,5236;10,6663;10,5194;10,8781;10,7646;10,6117;10,6624;10,4803;10,6161;10,5163;10,6317;10,1118;10,9475;10,6488;10,4193;10,7152;10,5151;10,5945;10,5228;10,7555;10,5563;10,4957;11,2923;10,4798;11,2715;10,5072;9,82366;10,6569;10,8148;10,7453;10,5994;10,7559;NaN;10,7775;11,1612;10,1799;10,6022;10,3398;10,5552;10,3731;10,7109;10,8518;10,5197;10,4249;10,1048;10,3263;10,5;10,1369;10,5417;NaN;NaN;NaN;10,6612;9,67935;10,0834;10,2753;10,295;10,5433;10,072;10,4645;10,7787;10,507;10,6059;10,5834;10,7666;10,6212;10,7447;10,2267;10,2282;10,9722;11,0631;11,1104;10,5302;10,7307;10,6752;NaN;10,5583;10,8089;10,3552;10,0902;10,4651;9,9904;10,7097;10,4262;11,0375;10,8854;10,7494;11,0757;11,0934;11,1028;10,5094;10,4292;10,5366;10,3183;10,9013;10,6815;NaN;10,0197;10,4498;10,0181;10,7127;10,2033;STX8;Syntaxin-8;Q9UNK0
NaN;NaN;NaN;NaN;NaN;NaN;9,85539;NaN;NaN;10,1704;NaN;9,38569;NaN;NaN;NaN;10,1806;10,5331;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10,4517;NaN;10,2054;NaN;10,3455;NaN;9,82668;NaN;NaN;NaN;NaN;NaN;NaN;10,3388;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9,86598;NaN;NaN;NaN;NaN;10,836;10,3063;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10,7768;NaN;NaN;10,4627;10,2255;NaN;NaN;NaN;NaN;10,1998;NaN;NaN;NaN;10,0895;NaN;NaN;NaN;NaN;NaN;NaN;10,461;NaN;NaN;10,6521;NaN;NaN;10,3831;NaN;11,26;NaN;NaN;NaN;NaN;NaN;8,85589;10,8613;10,0828;NaN;9,90648;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;SSR3;Translocon-associated protein subunit gamma;"Q9UNL2;Q9UNL2-2"
13,7759;13,8599;13,7404;13,8833;13,873;13,812;13,6651;13,856;13,7507;13,6705;13,6533;13,7217;13,7308;13,7287;13,5701;13,7711;13,6763;13,6324;13,8573;13,659;13,7439;13,614;13,804;13,5895;13,4589;13,7175;13,4491;13,5815;13,5076;13,7699;13,8319;13,7401;13,716;13,6374;13,6209;13,6927;13,7031;13,8323;13,8188;13,6621;13,7794;13,8355;13,4746;13,8144;13,887;13,7909;13,7321;NaN;13,8248;13,6498;13,7623;13,7173;13,694;13,7994;13,9389;13,679;13,7995;13,8701;13,743;13,8411;13,8252;13,8671;13,8073;13,8962;NaN;11,7713;NaN;13,8198;13,9003;13,7167;13,7704;13,8983;13,8441;13,8036;13,77;13,8722;13,8831;13,8936;13,9132;13,779;13,8484;13,7195;13,8099;13,9067;13,7236;13,8821;13,6664;13,7557;13,75;13,7114;13,6762;13,8366;13,6048;13,5836;13,6537;13,8014;13,7703;13,7126;13,7449;13,9485;13,4295;13,931;13,744;13,7419;13,8198;13,5854;13,7808;13,7692;13,5591;13,7409;13,7278;13,8278;13,7181;13,7112;13,8681;13,8209;13,9325;PSMD13;26S proteasome non-ATPase regulatory subunit 13;Q9UNM6
12,0257;12,0252;12,2894;12,3042;12,3102;11,8341;12,0456;11,9747;11,8181;12,0437;12,2059;12,0707;12,0782;12,2986;12,0811;12,2104;12,1456;11,8853;12,1625;12,0935;12,2167;12,393;12,0762;12,0392;11,792;12,1851;11,9026;11,6832;12,0176;12,0495;12,3471;12,3182;12,1667;12,052;11,9766;12,1332;12,2194;12,409;12,3309;12,2969;11,8469;11,8821;11,9354;12,0415;12,3494;12,0361;11,8042;NaN;11,8752;11,7586;12,1218;11,9693;12,083;11,9924;12,1294;12,1256;12,2078;12,3044;12,182;12,1677;11,9042;12,1859;11,9542;12,0789;NaN;9,5138;NaN;12,2876;12,3453;11,8455;12,1769;12,2264;12,1415;12,5219;11,9947;11,5958;12,1831;12,1638;12,2304;12,1999;12,1642;12,2126;12,2997;12,0879;12,2158;12,2838;11,947;12,0521;12,1608;12,18;12,1168;12,3023;12,1314;11,9997;11,9191;12,291;12,1839;11,8598;12,2286;12,3812;12,3738;12,5812;12,4994;12,4447;12,2816;12,1865;12,45;12,3311;12,1957;12,1584;12,1224;12,3538;12,4207;12,4291;12,3467;12,4003;12,3271;FAF1;FAS-associated factor 1;Q9UNN5
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7,83888;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8,8722;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9,98893;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;PROCR;Endothelial protein C receptor;Q9UNN8
